"","year","state","gender","statistic","gross_income_euros"
"1660",2008,"Cataluña","both","median",19904.44
"1661",2017,"Cataluña","both","upper_quartile",31978.51
"1662",2016,"Cataluña","both","upper_quartile",31049.4
"1663",2015,"Cataluña","both","upper_quartile",30990.88
"1664",2014,"Cataluña","both","upper_quartile",30160.92
"1665",2013,"Cataluña","both","upper_quartile",31029.13
"1666",2012,"Cataluña","both","upper_quartile",30987.63
"1667",2011,"Cataluña","both","upper_quartile",31064.75
"1668",2010,"Cataluña","both","upper_quartile",30359
"1669",2009,"Cataluña","both","upper_quartile",29809.68
"1670",2008,"Cataluña","both","upper_quartile",28826.15
"1671",2017,"Cataluña","both","90th_percentile",43960.53
"1672",2016,"Cataluña","both","90th_percentile",42850.9
"1673",2015,"Cataluña","both","90th_percentile",42581.49
"1674",2014,"Cataluña","both","90th_percentile",42426.96
"1675",2013,"Cataluña","both","90th_percentile",43498.89
"1676",2012,"Cataluña","both","90th_percentile",43224.21
"1677",2011,"Cataluña","both","90th_percentile",42613.63
"1678",2010,"Cataluña","both","90th_percentile",42967.11
"1679",2009,"Cataluña","both","90th_percentile",41470.48
"1680",2008,"Cataluña","both","90th_percentile",40774.57
"1681",2017,"Cataluña","female","mean",21801.47
"1682",2016,"Cataluña","female","mean",21110.34
"1683",2015,"Cataluña","female","mean",20946.56
"1684",2014,"Cataluña","female","mean",20324.88
"1685",2013,"Cataluña","female","mean",20740.55
"1686",2012,"Cataluña","female","mean",20931.07
"1687",2011,"Cataluña","female","mean",20799.94
"1688",2010,"Cataluña","female","mean",21042.14
"1689",2009,"Cataluña","female","mean",20467.14
"1690",2008,"Cataluña","female","mean",19928.48
"1691",2017,"Cataluña","female","10th_percentile",7759.96
"1692",2016,"Cataluña","female","10th_percentile",7232.95
"1693",2015,"Cataluña","female","10th_percentile",6943.29
"1694",2014,"Cataluña","female","10th_percentile",6282.79
"1695",2013,"Cataluña","female","10th_percentile",6876.2
"1696",2012,"Cataluña","female","10th_percentile",7299.54
"1697",2011,"Cataluña","female","10th_percentile",7587.42
"1698",2010,"Cataluña","female","10th_percentile",7684.54
"1699",2009,"Cataluña","female","10th_percentile",7817.9
"1700",2008,"Cataluña","female","10th_percentile",7661.82
"1701",2017,"Cataluña","female","lower_quartile",12586.62
"1702",2016,"Cataluña","female","lower_quartile",11795.02
"1703",2015,"Cataluña","female","lower_quartile",11824.84
"1704",2014,"Cataluña","female","lower_quartile",11593.37
"1705",2013,"Cataluña","female","lower_quartile",11897.88
"1706",2012,"Cataluña","female","lower_quartile",12321.69
"1707",2011,"Cataluña","female","lower_quartile",12307.46
"1708",2010,"Cataluña","female","lower_quartile",12314.57
"1709",2009,"Cataluña","female","lower_quartile",12155.03
"1710",2008,"Cataluña","female","lower_quartile",11900.52
"1711",2017,"Cataluña","female","median",18865.83
"1712",2016,"Cataluña","female","median",18372.96
"1713",2015,"Cataluña","female","median",18088.32
"1714",2014,"Cataluña","female","median",17964.44
"1715",2013,"Cataluña","female","median",17962.12
"1716",2012,"Cataluña","female","median",18049.47
"1717",2011,"Cataluña","female","median",18209.1
"1718",2010,"Cataluña","female","median",18016.02
"1719",2009,"Cataluña","female","median",17630.34
"1720",2008,"Cataluña","female","median",16949.36
"1721",2017,"Cataluña","female","upper_quartile",27662.18
"1722",2016,"Cataluña","female","upper_quartile",27070.15
"1723",2015,"Cataluña","female","upper_quartile",26996.55
"1724",2014,"Cataluña","female","upper_quartile",25959.58
"1725",2013,"Cataluña","female","upper_quartile",26311.19
"1726",2012,"Cataluña","female","upper_quartile",26388.98
"1727",2011,"Cataluña","female","upper_quartile",26333.29
"1728",2010,"Cataluña","female","upper_quartile",26680.29
"1729",2009,"Cataluña","female","upper_quartile",25885.35
"1730",2008,"Cataluña","female","upper_quartile",24755.68
"1731",2017,"Cataluña","female","90th_percentile",38780.08
"1732",2016,"Cataluña","female","90th_percentile",37765.35
"1733",2015,"Cataluña","female","90th_percentile",37670.88
"1734",2014,"Cataluña","female","90th_percentile",36695.83
"1735",2013,"Cataluña","female","90th_percentile",37098.02
"1736",2012,"Cataluña","female","90th_percentile",36955.81
"1737",2011,"Cataluña","female","90th_percentile",36132.88
"1738",2010,"Cataluña","female","90th_percentile",37712.35
"1739",2009,"Cataluña","female","90th_percentile",36491.66
"1740",2008,"Cataluña","female","90th_percentile",35008.98
"1741",2017,"Cataluña","male","mean",28323.31
"1742",2016,"Cataluña","male","mean",27572.76
"1743",2015,"Cataluña","male","mean",27514.06
"1744",2014,"Cataluña","male","mean",27447.71
"1745",2013,"Cataluña","male","mean",27684.3
"1746",2012,"Cataluña","male","mean",27836.4
"1747",2011,"Cataluña","male","mean",28025.61
"1748",2010,"Cataluña","male","mean",27601.02
"1749",2009,"Cataluña","male","mean",26901.3
"1750",2008,"Cataluña","male","mean",26353.89
"1751",2017,"Cataluña","male","10th_percentile",11820.25
"1752",2016,"Cataluña","male","10th_percentile",10938.93
"1753",2015,"Cataluña","male","10th_percentile",11525.97
"1754",2014,"Cataluña","male","10th_percentile",10939.62
"1755",2013,"Cataluña","male","10th_percentile",10020.04
"1756",2012,"Cataluña","male","10th_percentile",10646.13
"1757",2011,"Cataluña","male","10th_percentile",11300.62
"1758",2010,"Cataluña","male","10th_percentile",11457.82
"1759",2009,"Cataluña","male","10th_percentile",12265.32
"1760",2008,"Cataluña","male","10th_percentile",12000
"1761",2017,"Cataluña","male","lower_quartile",17760.96
"1762",2016,"Cataluña","male","lower_quartile",17240.34
"1763",2015,"Cataluña","male","lower_quartile",17334.06
"1764",2014,"Cataluña","male","lower_quartile",16984
"1765",2013,"Cataluña","male","lower_quartile",16696.72
"1766",2012,"Cataluña","male","lower_quartile",17100.34
"1767",2011,"Cataluña","male","lower_quartile",17521.2
"1768",2010,"Cataluña","male","lower_quartile",17254.96
"1769",2009,"Cataluña","male","lower_quartile",16978.71
"1770",2008,"Cataluña","male","lower_quartile",16421.65
"1771",2017,"Cataluña","male","median",24473.89
"1772",2016,"Cataluña","male","median",24050.27
"1773",2015,"Cataluña","male","median",23738.27
"1774",2014,"Cataluña","male","median",23715.3
"1775",2013,"Cataluña","male","median",23922.5
"1776",2012,"Cataluña","male","median",24001.24
"1777",2011,"Cataluña","male","median",24093.65
"1778",2010,"Cataluña","male","median",23488.62
"1779",2009,"Cataluña","male","median",23196.66
"1780",2008,"Cataluña","male","median",22477.59
"1781",2017,"Cataluña","male","upper_quartile",35500
"1782",2016,"Cataluña","male","upper_quartile",34772.08
"1783",2015,"Cataluña","male","upper_quartile",34866.72
"1784",2014,"Cataluña","male","upper_quartile",33817.99
"1785",2013,"Cataluña","male","upper_quartile",34989.82
"1786",2012,"Cataluña","male","upper_quartile",34612.4
"1787",2011,"Cataluña","male","upper_quartile",34839.68
"1788",2010,"Cataluña","male","upper_quartile",34215.18
"1789",2009,"Cataluña","male","upper_quartile",32997.5
"1790",2008,"Cataluña","male","upper_quartile",32385.25
"1791",2017,"Cataluña","male","90th_percentile",48108.8
"1792",2016,"Cataluña","male","90th_percentile",47017.34
"1793",2015,"Cataluña","male","90th_percentile",46653.12
"1794",2014,"Cataluña","male","90th_percentile",47782.56
"1795",2013,"Cataluña","male","90th_percentile",49384.57
"1796",2012,"Cataluña","male","90th_percentile",48599.16
"1797",2011,"Cataluña","male","90th_percentile",47976.96
"1798",2010,"Cataluña","male","90th_percentile",47838.28
"1799",2009,"Cataluña","male","90th_percentile",45902.67
"1800",2008,"Cataluña","male","90th_percentile",45276.71
"1801",2017,"Comunitat Valenciana","both","mean",21362.39
"1802",2016,"Comunitat Valenciana","both","mean",21168.81
"1803",2015,"Comunitat Valenciana","both","mean",20935.41
"1804",2014,"Comunitat Valenciana","both","mean",20639.58
"1805",2013,"Comunitat Valenciana","both","mean",20878.02
"1806",2012,"Comunitat Valenciana","both","mean",21223.72
"1807",2011,"Comunitat Valenciana","both","mean",21316.34
"1808",2010,"Comunitat Valenciana","both","mean",20707.24
"1809",2009,"Comunitat Valenciana","both","mean",20489.79
"1810",2008,"Comunitat Valenciana","both","mean",19793.62
"1811",2017,"Comunitat Valenciana","both","10th_percentile",7265.78
"1812",2016,"Comunitat Valenciana","both","10th_percentile",7043.28
"1813",2015,"Comunitat Valenciana","both","10th_percentile",6897.32
"1814",2014,"Comunitat Valenciana","both","10th_percentile",6636.24
"1815",2013,"Comunitat Valenciana","both","10th_percentile",7283.51
"1816",2012,"Comunitat Valenciana","both","10th_percentile",7487.14
"1817",2011,"Comunitat Valenciana","both","10th_percentile",7747.32
"1818",2010,"Comunitat Valenciana","both","10th_percentile",7718.91
"1819",2009,"Comunitat Valenciana","both","10th_percentile",7612.14
"1820",2008,"Comunitat Valenciana","both","10th_percentile",8317.02
"1821",2017,"Comunitat Valenciana","both","lower_quartile",12865.12
"1822",2016,"Comunitat Valenciana","both","lower_quartile",12808.8
"1823",2015,"Comunitat Valenciana","both","lower_quartile",12428.28
"1824",2014,"Comunitat Valenciana","both","lower_quartile",12244.8
"1825",2013,"Comunitat Valenciana","both","lower_quartile",12362.83
"1826",2012,"Comunitat Valenciana","both","lower_quartile",12887.28
"1827",2011,"Comunitat Valenciana","both","lower_quartile",12977.23
"1828",2010,"Comunitat Valenciana","both","lower_quartile",12962.67
"1829",2009,"Comunitat Valenciana","both","lower_quartile",12850.38
"1830",2008,"Comunitat Valenciana","both","lower_quartile",12797.3
"1831",2017,"Comunitat Valenciana","both","median",18310.86
"1832",2016,"Comunitat Valenciana","both","median",18008.49
"1833",2015,"Comunitat Valenciana","both","median",18000
"1834",2014,"Comunitat Valenciana","both","median",17856.7
"1835",2013,"Comunitat Valenciana","both","median",17865.28
"1836",2012,"Comunitat Valenciana","both","median",18074.33
"1837",2011,"Comunitat Valenciana","both","median",18137.57
"1838",2010,"Comunitat Valenciana","both","median",17483.64
"1839",2009,"Comunitat Valenciana","both","median",17429.24
"1840",2008,"Comunitat Valenciana","both","median",16863.72
"1841",2017,"Comunitat Valenciana","both","upper_quartile",26410
"1842",2016,"Comunitat Valenciana","both","upper_quartile",26271.94
"1843",2015,"Comunitat Valenciana","both","upper_quartile",25743.45
"1844",2014,"Comunitat Valenciana","both","upper_quartile",25339.66
"1845",2013,"Comunitat Valenciana","both","upper_quartile",25586.28
"1846",2012,"Comunitat Valenciana","both","upper_quartile",25978.62
"1847",2011,"Comunitat Valenciana","both","upper_quartile",26090.15
"1848",2010,"Comunitat Valenciana","both","upper_quartile",25120.03
"1849",2009,"Comunitat Valenciana","both","upper_quartile",24961.52
"1850",2008,"Comunitat Valenciana","both","upper_quartile",23849.8
"1851",2017,"Comunitat Valenciana","both","90th_percentile",38196.06
"1852",2016,"Comunitat Valenciana","both","90th_percentile",38160.89
"1853",2015,"Comunitat Valenciana","both","90th_percentile",37632.8
"1854",2014,"Comunitat Valenciana","both","90th_percentile",36847.56
"1855",2013,"Comunitat Valenciana","both","90th_percentile",37246.07
"1856",2012,"Comunitat Valenciana","both","90th_percentile",37676
"1857",2011,"Comunitat Valenciana","both","90th_percentile",37964.03
"1858",2010,"Comunitat Valenciana","both","90th_percentile",36714.5
"1859",2009,"Comunitat Valenciana","both","90th_percentile",36322.24
"1860",2008,"Comunitat Valenciana","both","90th_percentile",34299.06
"1861",2017,"Comunitat Valenciana","female","mean",18523.81
"1862",2016,"Comunitat Valenciana","female","mean",18349.52
"1863",2015,"Comunitat Valenciana","female","mean",17811.38
"1864",2014,"Comunitat Valenciana","female","mean",17511.66
"1865",2013,"Comunitat Valenciana","female","mean",17918.36
"1866",2012,"Comunitat Valenciana","female","mean",17870.88
"1867",2011,"Comunitat Valenciana","female","mean",18052.49
"1868",2010,"Comunitat Valenciana","female","mean",17776.59
"1869",2009,"Comunitat Valenciana","female","mean",17426.72
"1870",2008,"Comunitat Valenciana","female","mean",16929.69
"1871",2017,"Comunitat Valenciana","female","10th_percentile",5705.92
"1872",2016,"Comunitat Valenciana","female","10th_percentile",5923.25
"1873",2015,"Comunitat Valenciana","female","10th_percentile",5292.66
"1874",2014,"Comunitat Valenciana","female","10th_percentile",5563.1
"1875",2013,"Comunitat Valenciana","female","10th_percentile",6006.52
"1876",2012,"Comunitat Valenciana","female","10th_percentile",6297.4
"1877",2011,"Comunitat Valenciana","female","10th_percentile",6563.93
"1878",2010,"Comunitat Valenciana","female","10th_percentile",6276.39
"1879",2009,"Comunitat Valenciana","female","10th_percentile",6373.36
"1880",2008,"Comunitat Valenciana","female","10th_percentile",6502.44
"1881",2017,"Comunitat Valenciana","female","lower_quartile",10345.03
"1882",2016,"Comunitat Valenciana","female","lower_quartile",10111.64
"1883",2015,"Comunitat Valenciana","female","lower_quartile",9547.21
"1884",2014,"Comunitat Valenciana","female","lower_quartile",9658.32
"1885",2013,"Comunitat Valenciana","female","lower_quartile",9823.37
"1886",2012,"Comunitat Valenciana","female","lower_quartile",10249.98
"1887",2011,"Comunitat Valenciana","female","lower_quartile",10367.36
"1888",2010,"Comunitat Valenciana","female","lower_quartile",10660.83
"1889",2009,"Comunitat Valenciana","female","lower_quartile",10229.54
"1890",2008,"Comunitat Valenciana","female","lower_quartile",10458.44
"1891",2017,"Comunitat Valenciana","female","median",15653.28
"1892",2016,"Comunitat Valenciana","female","median",15418.32
"1893",2015,"Comunitat Valenciana","female","median",15283.9
"1894",2014,"Comunitat Valenciana","female","median",15322.63
"1895",2013,"Comunitat Valenciana","female","median",15340.3
"1896",2012,"Comunitat Valenciana","female","median",15602.67
"1897",2011,"Comunitat Valenciana","female","median",15853.69
"1898",2010,"Comunitat Valenciana","female","median",15293.73
"1899",2009,"Comunitat Valenciana","female","median",15001.98
"1900",2008,"Comunitat Valenciana","female","median",14699.57
"1901",2017,"Comunitat Valenciana","female","upper_quartile",23512.5
"1902",2016,"Comunitat Valenciana","female","upper_quartile",23126.03
"1903",2015,"Comunitat Valenciana","female","upper_quartile",22570.16
"1904",2014,"Comunitat Valenciana","female","upper_quartile",22116.24
"1905",2013,"Comunitat Valenciana","female","upper_quartile",22892.3
"1906",2012,"Comunitat Valenciana","female","upper_quartile",22471.48
"1907",2011,"Comunitat Valenciana","female","upper_quartile",22872.88
"1908",2010,"Comunitat Valenciana","female","upper_quartile",22202.72
"1909",2009,"Comunitat Valenciana","female","upper_quartile",21691.3
"1910",2008,"Comunitat Valenciana","female","upper_quartile",20693.12
"1911",2017,"Comunitat Valenciana","female","90th_percentile",34497.55
"1912",2016,"Comunitat Valenciana","female","90th_percentile",34515.81
"1913",2015,"Comunitat Valenciana","female","90th_percentile",33509.39
"1914",2014,"Comunitat Valenciana","female","90th_percentile",31932.96
"1915",2013,"Comunitat Valenciana","female","90th_percentile",32835.06
"1916",2012,"Comunitat Valenciana","female","90th_percentile",32198.64
"1917",2011,"Comunitat Valenciana","female","90th_percentile",31533.02
"1918",2010,"Comunitat Valenciana","female","90th_percentile",31602.42
"1919",2009,"Comunitat Valenciana","female","90th_percentile",31982.96
"1920",2008,"Comunitat Valenciana","female","90th_percentile",29038.13
"1921",2017,"Comunitat Valenciana","male","mean",23867.74
"1922",2016,"Comunitat Valenciana","male","mean",23672.18
"1923",2015,"Comunitat Valenciana","male","mean",23919.14
"1924",2014,"Comunitat Valenciana","male","mean",23479.71
"1925",2013,"Comunitat Valenciana","male","mean",23651.4
"1926",2012,"Comunitat Valenciana","male","mean",24289.23
"1927",2011,"Comunitat Valenciana","male","mean",24171.87
"1928",2010,"Comunitat Valenciana","male","mean",23331.71
"1929",2009,"Comunitat Valenciana","male","mean",22951.64
"1930",2008,"Comunitat Valenciana","male","mean",22039.14
"1931",2017,"Comunitat Valenciana","male","10th_percentile",9413.59
"1932",2016,"Comunitat Valenciana","male","10th_percentile",9963.67
"1933",2015,"Comunitat Valenciana","male","10th_percentile",10858.06
"1934",2014,"Comunitat Valenciana","male","10th_percentile",8836.23
"1935",2013,"Comunitat Valenciana","male","10th_percentile",9991.38
"1936",2012,"Comunitat Valenciana","male","10th_percentile",10786.02
"1937",2011,"Comunitat Valenciana","male","10th_percentile",10748.56
"1938",2010,"Comunitat Valenciana","male","10th_percentile",10926.03
"1939",2009,"Comunitat Valenciana","male","10th_percentile",11080.21
"1940",2008,"Comunitat Valenciana","male","10th_percentile",11708.08
"1941",2017,"Comunitat Valenciana","male","lower_quartile",15478.53
"1942",2016,"Comunitat Valenciana","male","lower_quartile",15376.32
"1943",2015,"Comunitat Valenciana","male","lower_quartile",15648.39
"1944",2014,"Comunitat Valenciana","male","lower_quartile",15090.93
"1945",2013,"Comunitat Valenciana","male","lower_quartile",15280.2
"1946",2012,"Comunitat Valenciana","male","lower_quartile",15429.09
"1947",2011,"Comunitat Valenciana","male","lower_quartile",15532.59
"1948",2010,"Comunitat Valenciana","male","lower_quartile",14890.79
"1949",2009,"Comunitat Valenciana","male","lower_quartile",15146.7
"1950",2008,"Comunitat Valenciana","male","lower_quartile",14621.75
"1951",2017,"Comunitat Valenciana","male","median",20063.8
"1952",2016,"Comunitat Valenciana","male","median",19626.45
"1953",2015,"Comunitat Valenciana","male","median",19980.62
"1954",2014,"Comunitat Valenciana","male","median",20074.56
"1955",2013,"Comunitat Valenciana","male","median",19661.29
"1956",2012,"Comunitat Valenciana","male","median",20211.14
"1957",2011,"Comunitat Valenciana","male","median",20044.29
"1958",2010,"Comunitat Valenciana","male","median",19562.83
"1959",2009,"Comunitat Valenciana","male","median",19025.75
"1960",2008,"Comunitat Valenciana","male","median",18500.25
"1961",2017,"Comunitat Valenciana","male","upper_quartile",28721.68
"1962",2016,"Comunitat Valenciana","male","upper_quartile",28509.58
"1963",2015,"Comunitat Valenciana","male","upper_quartile",28738.91
"1964",2014,"Comunitat Valenciana","male","upper_quartile",28206.74
"1965",2013,"Comunitat Valenciana","male","upper_quartile",28551.03
"1966",2012,"Comunitat Valenciana","male","upper_quartile",29325.02
"1967",2011,"Comunitat Valenciana","male","upper_quartile",29000.58
"1968",2010,"Comunitat Valenciana","male","upper_quartile",27990.08
"1969",2009,"Comunitat Valenciana","male","upper_quartile",27810.02
"1970",2008,"Comunitat Valenciana","male","upper_quartile",26073.14
"1971",2017,"Comunitat Valenciana","male","90th_percentile",42149.2
"1972",2016,"Comunitat Valenciana","male","90th_percentile",41620.24
"1973",2015,"Comunitat Valenciana","male","90th_percentile",41760.48
"1974",2014,"Comunitat Valenciana","male","90th_percentile",40270.53
"1975",2013,"Comunitat Valenciana","male","90th_percentile",40680.38
"1976",2012,"Comunitat Valenciana","male","90th_percentile",42012.27
"1977",2011,"Comunitat Valenciana","male","90th_percentile",42215.4
"1978",2010,"Comunitat Valenciana","male","90th_percentile",40177.59
"1979",2009,"Comunitat Valenciana","male","90th_percentile",39853.44
"1980",2008,"Comunitat Valenciana","male","90th_percentile",37516.33
"1981",2017,"Extremadura","both","mean",19672.4
"1982",2016,"Extremadura","both","mean",19475.2
"1983",2015,"Extremadura","both","mean",19564.49
"1984",2014,"Extremadura","both","mean",19180.57
"1985",2013,"Extremadura","both","mean",19129.72
"1986",2012,"Extremadura","both","mean",19721.35
"1987",2011,"Extremadura","both","mean",19879.46
"1988",2010,"Extremadura","both","mean",19480.55
"1989",2009,"Extremadura","both","mean",19099.56
"1990",2008,"Extremadura","both","mean",18264.9
"1991",2017,"Extremadura","both","10th_percentile",6224.16
"1992",2016,"Extremadura","both","10th_percentile",6024.68
"1993",2015,"Extremadura","both","10th_percentile",6069.2
"1994",2014,"Extremadura","both","10th_percentile",6358.7
"1995",2013,"Extremadura","both","10th_percentile",5700.69
"1996",2012,"Extremadura","both","10th_percentile",7313.14
"1997",2011,"Extremadura","both","10th_percentile",7654.8
"1998",2010,"Extremadura","both","10th_percentile",7611.02
"1999",2009,"Extremadura","both","10th_percentile",7871.95
"2000",2008,"Extremadura","both","10th_percentile",8596.36
"2001",2017,"Extremadura","both","lower_quartile",12219.53
"2002",2016,"Extremadura","both","lower_quartile",11299.56
"2003",2015,"Extremadura","both","lower_quartile",11730.48
"2004",2014,"Extremadura","both","lower_quartile",11354.96
"2005",2013,"Extremadura","both","lower_quartile",11637.2
"2006",2012,"Extremadura","both","lower_quartile",12558.69
"2007",2011,"Extremadura","both","lower_quartile",13060.18
"2008",2010,"Extremadura","both","lower_quartile",12770.8
"2009",2009,"Extremadura","both","lower_quartile",12624
"2010",2008,"Extremadura","both","lower_quartile",12322.15
"2011",2017,"Extremadura","both","median",17166.32
"2012",2016,"Extremadura","both","median",16700.25
"2013",2015,"Extremadura","both","median",16836.63
"2014",2014,"Extremadura","both","median",16345.61
"2015",2013,"Extremadura","both","median",16635.96
"2016",2012,"Extremadura","both","median",16644.58
"2017",2011,"Extremadura","both","median",16805.45
"2018",2010,"Extremadura","both","median",16122.46
"2019",2009,"Extremadura","both","median",16300.34
"2020",2008,"Extremadura","both","median",15528.87
"2021",2017,"Extremadura","both","upper_quartile",24826.55
"2022",2016,"Extremadura","both","upper_quartile",24579.35
"2023",2015,"Extremadura","both","upper_quartile",24301.93
"2024",2014,"Extremadura","both","upper_quartile",23701.24
"2025",2013,"Extremadura","both","upper_quartile",23534.8
"2026",2012,"Extremadura","both","upper_quartile",23098.99
"2027",2011,"Extremadura","both","upper_quartile",24173.11
"2028",2010,"Extremadura","both","upper_quartile",23058.78
"2029",2009,"Extremadura","both","upper_quartile",22847.07
"2030",2008,"Extremadura","both","upper_quartile",21378.24
"2031",2017,"Extremadura","both","90th_percentile",34196.27
"2032",2016,"Extremadura","both","90th_percentile",34316.43
"2033",2015,"Extremadura","both","90th_percentile",33754.33
"2034",2014,"Extremadura","both","90th_percentile",34323.77
"2035",2013,"Extremadura","both","90th_percentile",33290.98
"2036",2012,"Extremadura","both","90th_percentile",34249.07
"2037",2011,"Extremadura","both","90th_percentile",34792.25
"2038",2010,"Extremadura","both","90th_percentile",34433.4
"2039",2009,"Extremadura","both","90th_percentile",33263.07
"2040",2008,"Extremadura","both","90th_percentile",31302.08
"2041",2017,"Extremadura","female","mean",17722.29
"2042",2016,"Extremadura","female","mean",17360.28
"2043",2015,"Extremadura","female","mean",17304.65
"2044",2014,"Extremadura","female","mean",17413.85
"2045",2013,"Extremadura","female","mean",16304.55
"2046",2012,"Extremadura","female","mean",17401.9
"2047",2011,"Extremadura","female","mean",18060.8
"2048",2010,"Extremadura","female","mean",17876.85
"2049",2009,"Extremadura","female","mean",17549.86
"2050",2008,"Extremadura","female","mean",16623.4
"2051",2017,"Extremadura","female","10th_percentile",4723.67
"2052",2016,"Extremadura","female","10th_percentile",4900.81
"2053",2015,"Extremadura","female","10th_percentile",4882.11
"2054",2014,"Extremadura","female","10th_percentile",5041.32
"2055",2013,"Extremadura","female","10th_percentile",4217.83
"2056",2012,"Extremadura","female","10th_percentile",6224.51
"2057",2011,"Extremadura","female","10th_percentile",5494.52
"2058",2010,"Extremadura","female","10th_percentile",5396.52
"2059",2009,"Extremadura","female","10th_percentile",6158.11
"2060",2008,"Extremadura","female","10th_percentile",6480.19
"2061",2017,"Extremadura","female","lower_quartile",9009.7
"2062",2016,"Extremadura","female","lower_quartile",8466.45
"2063",2015,"Extremadura","female","lower_quartile",8837.33
"2064",2014,"Extremadura","female","lower_quartile",8972.46
"2065",2013,"Extremadura","female","lower_quartile",7854.55
"2066",2012,"Extremadura","female","lower_quartile",9744.46
"2067",2011,"Extremadura","female","lower_quartile",10267.74
"2068",2010,"Extremadura","female","lower_quartile",9962.15
"2069",2009,"Extremadura","female","lower_quartile",10057.2
"2070",2008,"Extremadura","female","lower_quartile",10184.48
"2071",2017,"Extremadura","female","median",14998.8
"2072",2016,"Extremadura","female","median",14711.69
"2073",2015,"Extremadura","female","median",14602.48
"2074",2014,"Extremadura","female","median",14727.85
"2075",2013,"Extremadura","female","median",14377.08
"2076",2012,"Extremadura","female","median",14758.54
"2077",2011,"Extremadura","female","median",15212.82
"2078",2010,"Extremadura","female","median",14334.72
"2079",2009,"Extremadura","female","median",15103.1
"2080",2008,"Extremadura","female","median",14217.78
"2081",2017,"Extremadura","female","upper_quartile",24098.53
"2082",2016,"Extremadura","female","upper_quartile",23624.78
"2083",2015,"Extremadura","female","upper_quartile",22608.27
"2084",2014,"Extremadura","female","upper_quartile",22755.85
"2085",2013,"Extremadura","female","upper_quartile",21284.56
"2086",2012,"Extremadura","female","upper_quartile",21082.02
"2087",2011,"Extremadura","female","upper_quartile",22921.81
"2088",2010,"Extremadura","female","upper_quartile",23111.87
"2089",2009,"Extremadura","female","upper_quartile",22824.18
"2090",2008,"Extremadura","female","upper_quartile",20850.98
"2091",2017,"Extremadura","female","90th_percentile",33742.56
"2092",2016,"Extremadura","female","90th_percentile",33083.93
"2093",2015,"Extremadura","female","90th_percentile",32064.12
"2094",2014,"Extremadura","female","90th_percentile",32704.93
"2095",2013,"Extremadura","female","90th_percentile",28838.84
"2096",2012,"Extremadura","female","90th_percentile",31600.66
"2097",2011,"Extremadura","female","90th_percentile",32614.22
"2098",2010,"Extremadura","female","90th_percentile",33626.99
"2099",2009,"Extremadura","female","90th_percentile",31293.27
"2100",2008,"Extremadura","female","90th_percentile",29234.87
"2101",2017,"Extremadura","male","mean",21585.18
"2102",2016,"Extremadura","male","mean",21554.75
"2103",2015,"Extremadura","male","mean",21813.81
"2104",2014,"Extremadura","male","mean",20829.72
"2105",2013,"Extremadura","male","mean",21780.9
"2106",2012,"Extremadura","male","mean",21585.3
"2107",2011,"Extremadura","male","mean",21318.32
"2108",2010,"Extremadura","male","mean",20787.03
"2109",2009,"Extremadura","male","mean",20207.93
"2110",2008,"Extremadura","male","mean",19390.41
"2111",2017,"Extremadura","male","10th_percentile",10710.26
"2112",2016,"Extremadura","male","10th_percentile",9154.36
"2113",2015,"Extremadura","male","10th_percentile",9350.51
"2114",2014,"Extremadura","male","10th_percentile",8516.52
"2115",2013,"Extremadura","male","10th_percentile",9723.06
"2116",2012,"Extremadura","male","10th_percentile",10651.68
"2117",2011,"Extremadura","male","10th_percentile",11377.14
"2118",2010,"Extremadura","male","10th_percentile",11257.85
"2119",2009,"Extremadura","male","10th_percentile",10875.86
"2120",2008,"Extremadura","male","10th_percentile",10863.1
"2121",2017,"Extremadura","male","lower_quartile",14642.76
"2122",2016,"Extremadura","male","lower_quartile",14238.14
"2123",2015,"Extremadura","male","lower_quartile",14142.1
"2124",2014,"Extremadura","male","lower_quartile",13476.09
"2125",2013,"Extremadura","male","lower_quartile",14036.41
"2126",2012,"Extremadura","male","lower_quartile",14352.12
"2127",2011,"Extremadura","male","lower_quartile",14052.18
"2128",2010,"Extremadura","male","lower_quartile",13922.04
"2129",2009,"Extremadura","male","lower_quartile",13741.96
"2130",2008,"Extremadura","male","lower_quartile",13506.72
"2131",2017,"Extremadura","male","median",18366.85
"2132",2016,"Extremadura","male","median",17972
"2133",2015,"Extremadura","male","median",18150.31
"2134",2014,"Extremadura","male","median",17337.46
"2135",2013,"Extremadura","male","median",17656.86
"2136",2012,"Extremadura","male","median",17477.31
"2137",2011,"Extremadura","male","median",17606.86
"2138",2010,"Extremadura","male","median",16856.46
"2139",2009,"Extremadura","male","median",16710.36
"2140",2008,"Extremadura","male","median",16043.7
"2141",2017,"Extremadura","male","upper_quartile",25750.6
"2142",2016,"Extremadura","male","upper_quartile",25697.56
"2143",2015,"Extremadura","male","upper_quartile",25795.44
"2144",2014,"Extremadura","male","upper_quartile",24431.35
"2145",2013,"Extremadura","male","upper_quartile",26133.32
"2146",2012,"Extremadura","male","upper_quartile",24790.12
"2147",2011,"Extremadura","male","upper_quartile",25162.3
"2148",2010,"Extremadura","male","upper_quartile",22923.6
"2149",2009,"Extremadura","male","upper_quartile",22967.51
"2150",2008,"Extremadura","male","upper_quartile",21664.25
"2151",2017,"Extremadura","male","90th_percentile",34694.64
"2152",2016,"Extremadura","male","90th_percentile",35470.32
